id	node1	label	node2	node2;wikidatatype	node1;label	label;label	node2;label
Q127330-P7666-41c787-80fac8bc-0	Q127330	P7666	"frank-zappa"	external-id	'Frank Zappa'@en	'Visuotinė lietuvių enciklopedija ID'@en	
Q127330-P7704-3366bc-e55cdc23-0	Q127330	P7704	"agent/base/59977"	external-id	'Frank Zappa'@en	'Europeana entity'@en	
Q127330-P7763-Q73555012-68ffb2c5-0	Q127330	P7763	Q73555012	wikibase-item	'Frank Zappa'@en	'copyright status as a creator'@en	'works protected by copyrights'@en
Q127330-P7775-5b5742-49c88e19-0	Q127330	P7775	"Frank_Zappa"	external-id	'Frank Zappa'@en	'RationalWiki ID'@en	
Q127330-P7859-d97d9f-787d9f6e-0	Q127330	P7859	"lccn-n81048026"	external-id	'Frank Zappa'@en	'WorldCat Identities ID'@en	
Q127330-P7865-37710f-76a86798-0	Q127330	P7865	"95a5yja38danygu695b5yc1k74r3gd0"	external-id	'Frank Zappa'@en	'CoBiS author ID'@en	
Q127330-P7902-acc9a0-53734148-0	Q127330	P7902	"118636200"	external-id	'Frank Zappa'@en	'Deutsche Biographie (GND) ID'@en	
Q127330-P7929-d015c9-31adc97f-0	Q127330	P7929	"p=frank;n=zappa"	external-id	'Frank Zappa'@en	'Roglo person ID'@en	
Q127330-P7982-911e50-77504e79-0	Q127330	P7982	"66893"	external-id	'Frank Zappa'@en	'Hrvatska enciklopedija ID'@en	
Q127330-P8041-6f5f14-fad2c3d5-0	Q127330	P8041	"9886"	external-id	'Frank Zappa'@en	'DR music artist ID'@en	
Q127330-P8189-506461-f7aabc9b-0	Q127330	P8189	"987007449498605171"	external-id	'Frank Zappa'@en	'National Library of Israel J9U ID'@en	
Q127330-P8313-5b5742-132e85b3-0	Q127330	P8313	"Frank_Zappa"	external-id	'Frank Zappa'@en	'Den Store Danske ID'@en	
Q127330-P8385-076f5d-033c6ec3-0	Q127330	P8385	"30953"	external-id	'Frank Zappa'@en	'IDU person ID'@en	
Q127330-P856-23abe0-5720ac66-0	Q127330	P856	"http://www.zappa.com"	url	'Frank Zappa'@en	'official website'@en	
Q127330-P8687-127e3b-4140128c-0	Q127330	P8687	+11400[+11400,+11499]	quantity	'Frank Zappa'@en	'social media followers'@en	
Q127330-P8687-8300ee-cd95ab79-0	Q127330	P8687	+20555	quantity	'Frank Zappa'@en	'social media followers'@en	
Q127330-P8687-c12928-98488468-0	Q127330	P8687	+34691	quantity	'Frank Zappa'@en	'social media followers'@en	
Q127330-P8687-cb1a14-2823346e-0	Q127330	P8687	+31677	quantity	'Frank Zappa'@en	'social media followers'@en	
Q127330-P8688-48ab92-8669d74b-0	Q127330	P8688	"465"	external-id	'Frank Zappa'@en	'CompositionToday composer ID'@en	
Q127330-P8852-Q7963760-c82194c2-0	Q127330	P8852	Q7963760	wikibase-item	'Frank Zappa'@en	'facial hair'@en	'walrus moustache'@en
Q127330-P8971-dbabb8-069d7246-0	Q127330	P8971	"34129"	external-id	'Frank Zappa'@en	'Cinémathèque québécoise person ID'@en	
Q127330-P8974-c2d700-566bfcbb-0	Q127330	P8974	"a/3eb1c714-ce07-4547-b7d0-759b2e9c11fa"	external-id	'Frank Zappa'@en	'SAPA ID'@en	
Q127330-P8980-052614-f9446048-0	Q127330	P8980	"000184006"	external-id	'Frank Zappa'@en	'KANTO ID'@en	
Q127330-P9037-5d540c-4739553c-0	Q127330	P9037	"96d38b2d-8ed8-46e8-b9ca-c620f5005b29"	external-id	'Frank Zappa'@en	'BHCL UUID'@en	
Q127330-P910-Q8261389-e531bf33-0	Q127330	P910	Q8261389	wikibase-item	'Frank Zappa'@en	'topic\'s main category'@en	'Category:Frank Zappa'@en
Q127330-P9328-71183f-1570073d-0	Q127330	P9328	"30705844516"	external-id	'Frank Zappa'@en	'Universal Music France artist ID'@en	
Q127330-P935-e9be51-4194f19d-0	Q127330	P935	"Frank Zappa"	string	'Frank Zappa'@en	'Commons gallery'@en	
Q127330-P9463-719132-b7027f96-0	Q127330	P9463	"98539"	external-id	'Frank Zappa'@en	'MovieMeter person ID'@en	
Q127330-P950-441835-2b05c221-0	Q127330	P950	"XX1090669"	external-id	'Frank Zappa'@en	'Biblioteca Nacional de España ID'@en	
Q127330-P9629-fe13b2-9c6ad34f-0	Q127330	P9629	"13853"	external-id	'Frank Zappa'@en	'Armeniapedia ID'@en	
Q127330-P9686-7e0fd1-2c95537b-0	Q127330	P9686	"6705"	external-id	'Frank Zappa'@en	'Classical Archives composer ID'@en	
Q127330-P9807-97391b-913f5b99-0	Q127330	P9807	"147089"	external-id	'Frank Zappa'@en	'SNK ID'@en	
Q127330-P9918-23ba3c-263e6676-0	Q127330	P9918	"PE00314611"	external-id	'Frank Zappa'@en	'Kallías ID'@en	
Q127330-P9965-41c787-36169b9f-0	Q127330	P9965	"frank-zappa"	external-id	'Frank Zappa'@en	'Musik-Sammler.de artist ID'@en	
Q127330-P9995-240a6c-c43da1de-0	Q127330	P9995	"12138"	external-id	'Frank Zappa'@en	'MYmovies person ID'@en	
