property	count	property;label	percentage
P1296	2	'Gran Enciclopèdia Catalana ID'@en	0.35%
P1184	2	'Handle ID'@en	0.35%
P9942	1	'National Gallery Prague work ID'@en	0.18%
P989	1	'spoken text audio'@en	0.18%
P9834	1	'Finnish National Gallery artwork ID'@en	0.18%
P9545	1	'Encyclopedia of China Online Database ID (Second Edition)'@en	0.18%
P953	1	'full work available at URL'@en	0.18%
P949	1	'National Library of Israel ID (old)'@en	0.18%
P935	1	'Commons gallery'@en	0.18%
P9149	1	'coordinates of depicted place'@en	0.18%
P9132	1	'Saint Louis Art Museum artwork ID'@en	0.18%
P9131	1	'Royal Museums Greenwich artwork ID'@en	0.18%
P910	1	'topic\'s main category'@en	0.18%
P9061	1	'National Museum in Warsaw ID'@en	0.18%
P8917	1	'SKD ID'@en	0.18%
P8910	1	'Fitzwilliam Museum ID'@en	0.18%
P888	1	'JSTOR article ID'@en	0.18%
P8411	1	'set in environment'@en	0.18%
P7827	1	'Spanish Vikidia ID'@en	0.18%
P7417	1	'image of backside'@en	0.18%
P737	1	'influenced by'@en	0.18%
P7305	1	'Online PWN Encyclopedia ID'@en	0.18%
P710	1	'participant'@en	0.18%
P6839	1	'TV Tropes identifier'@en	0.18%
P6663	1	'Utpictura18 artwork ID'@en	0.18%
P6610	1	'Ashmolean museum ID'@en	0.18%
P6375	1	'street address'@en	0.18%
P6301	1	'The Armory Show at 100 ID'@en	0.18%
P5816	1	'state of conservation'@en	0.18%
P4761	1	'Images d\'Art artwork ID'@en	0.18%
P4737	1	'Solomon R. Guggenheim Foundation artwork ID'@en	0.18%
P4712	1	'Minneapolis Institute of Art artwork ID'@en	0.18%
P4692	1	'American Art Collaborative object ID'@en	0.18%
P462	1	'color'@en	0.18%
P4582	1	'Kulturelles Erbe Köln object ID'@en	0.18%
P443	1	'pronunciation audio'@en	0.18%
P4275	1	'Japanese Database of National important cultural properties'@en	0.18%
P3855	1	'LombardiaBeniCulturali artwork ID'@en	0.18%
P366	1	'has use'@en	0.18%
P3553	1	'Zhihu topic ID'@en	0.18%
P3504	1	'Florentine Inventario Palatina art ID'@en	0.18%
P3342	1	'significant person'@en	0.18%
P3293	1	'BALaT object ID'@en	0.18%
P2699	1	'URL'@en	0.18%
P2682	1	'is verso of'@en	0.18%
P2610	1	'thickness'@en	0.18%
P2596	1	'culture'@en	0.18%
P2582	1	'J. Paul Getty Museum object ID'@en	0.18%
P2561	1	'name'@en	0.18%
P2284	1	'price'@en	0.18%
P2163	1	'FAST ID'@en	0.18%
P1814	1	'name in kana'@en	0.18%
P1695	1	'NLP ID (old)'@en	0.18%
P1669	1	'Cultural Objects Names Authority ID'@en	0.18%
P166	1	'award received'@en	0.18%
P1448	1	'official name'@en	0.18%
P1375	1	'NSK ID'@en	0.18%
P1299	1	'depicted by'@en	0.18%
P1259	1	'coordinates of the point of view'@en	0.18%
